output_var_name,change_in_multiplier,strategy_code,cost_factor,cost_factor_function,strategy,comparison_code,difference_variable,output_variable_name,multiplier,annual change,sum,diff_var
cb:lsmm:fuel_cost:waste_to_energy_value:X,1,PFLO:NET_ZERO,lsmm_waste_to_energy_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,gasrecovered_lsmm_biogass_anaerobic_digester_tonne,cb:lsmm:fuel_cost:waste_to_energy_value:X,323.5294118,1,1,gasrecovered_lsmm_biogass_anaerobic_digester_tonne
cb:soil:technical_cost:agriculture_inputs:fertilizer,1,PFLO:NET_ZERO,soil_nitrogen_and_lime_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,demand_soil_fertilizer_n_kt,cb:soil:technical_cost:agriculture_inputs:fertilizer,-200000,1,0,demand_soil_fertilizer_n_kt
cb:soil:land_pollution:N_leaching:fertilizer,1,PFLO:NET_ZERO,soil_nitrogen_and_lime_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,demand_soil_fertilizer_n_kt,cb:soil:land_pollution:N_leaching:fertilizer,-60000,1,0,demand_soil_fertilizer_n_kt
cb:trns:air_pollution:X:diesel,1,PFLO:NET_ZERO,trns_air_pollution_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,energy_consumption_trns_public_diesel|energy_consumption_trns_road_heavy_freight_diesel|energy_consumption_trns_road_heavy_regional_diesel|energy_consumption_trns_road_light_diesel,cb:trns:air_pollution:X:diesel,-8471713,1,0,energy_consumption_trns_road_heavy_regional_diesel
cb:trns:air_pollution:X:diesel,1,PFLO:NET_ZERO,trns_air_pollution_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,energy_consumption_trns_public_diesel|energy_consumption_trns_road_heavy_freight_diesel|energy_consumption_trns_road_heavy_regional_diesel|energy_consumption_trns_road_light_diesel,cb:trns:air_pollution:X:diesel,-8471713,1,0,energy_consumption_trns_road_heavy_freight_diesel
cb:trns:air_pollution:X:diesel,1,PFLO:NET_ZERO,trns_air_pollution_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,energy_consumption_trns_public_diesel|energy_consumption_trns_road_heavy_freight_diesel|energy_consumption_trns_road_heavy_regional_diesel|energy_consumption_trns_road_light_diesel,cb:trns:air_pollution:X:diesel,-8471713,1,0,energy_consumption_trns_road_light_diesel
cb:trns:air_pollution:X:diesel,1,PFLO:NET_ZERO,trns_air_pollution_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,energy_consumption_trns_public_diesel|energy_consumption_trns_road_heavy_freight_diesel|energy_consumption_trns_road_heavy_regional_diesel|energy_consumption_trns_road_light_diesel,cb:trns:air_pollution:X:diesel,-8471713,1,0,energy_consumption_trns_public_diesel
cb:trns:air_pollution:X:gasoline,1,PFLO:NET_ZERO,trns_air_pollution_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,energy_consumption_trns_public_gasoline|energy_consumption_trns_road_heavy_freight_gasoline|energy_consumption_trns_road_heavy_regional_gasoline|energy_consumption_trns_road_light_gasoline,cb:trns:air_pollution:X:gasoline,-1161035,1,0,energy_consumption_trns_road_light_gasoline
cb:trns:air_pollution:X:gasoline,1,PFLO:NET_ZERO,trns_air_pollution_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,energy_consumption_trns_public_gasoline|energy_consumption_trns_road_heavy_freight_gasoline|energy_consumption_trns_road_heavy_regional_gasoline|energy_consumption_trns_road_light_gasoline,cb:trns:air_pollution:X:gasoline,-1161035,1,0,energy_consumption_trns_public_gasoline
cb:trns:air_pollution:X:gasoline,1,PFLO:NET_ZERO,trns_air_pollution_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,energy_consumption_trns_public_gasoline|energy_consumption_trns_road_heavy_freight_gasoline|energy_consumption_trns_road_heavy_regional_gasoline|energy_consumption_trns_road_light_gasoline,cb:trns:air_pollution:X:gasoline,-1161035,1,0,energy_consumption_trns_road_heavy_regional_gasoline
cb:trns:air_pollution:X:gasoline,1,PFLO:NET_ZERO,trns_air_pollution_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,energy_consumption_trns_public_gasoline|energy_consumption_trns_road_heavy_freight_gasoline|energy_consumption_trns_road_heavy_regional_gasoline|energy_consumption_trns_road_light_gasoline,cb:trns:air_pollution:X:gasoline,-1161035,1,0,energy_consumption_trns_road_heavy_freight_gasoline
cb:trns:air_pollution:X:biofuels,1,PFLO:NET_ZERO,trns_air_pollution_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,energy_consumption_trns_public_biofuels|energy_consumption_trns_road_heavy_freight_biofuels|energy_consumption_trns_road_heavy_regional_biofuels|energy_consumption_trns_road_light_biofuels,cb:trns:air_pollution:X:biofuels,-1161035,1,0,energy_consumption_trns_road_heavy_freight_biofuels
cb:trns:air_pollution:X:biofuels,1,PFLO:NET_ZERO,trns_air_pollution_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,energy_consumption_trns_public_biofuels|energy_consumption_trns_road_heavy_freight_biofuels|energy_consumption_trns_road_heavy_regional_biofuels|energy_consumption_trns_road_light_biofuels,cb:trns:air_pollution:X:biofuels,-1161035,1,0,energy_consumption_trns_road_light_biofuels
cb:trns:air_pollution:X:biofuels,1,PFLO:NET_ZERO,trns_air_pollution_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,energy_consumption_trns_public_biofuels|energy_consumption_trns_road_heavy_freight_biofuels|energy_consumption_trns_road_heavy_regional_biofuels|energy_consumption_trns_road_light_biofuels,cb:trns:air_pollution:X:biofuels,-1161035,1,0,energy_consumption_trns_public_biofuels
cb:trns:air_pollution:X:biofuels,1,PFLO:NET_ZERO,trns_air_pollution_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,energy_consumption_trns_public_biofuels|energy_consumption_trns_road_heavy_freight_biofuels|energy_consumption_trns_road_heavy_regional_biofuels|energy_consumption_trns_road_light_biofuels,cb:trns:air_pollution:X:biofuels,-1161035,1,0,energy_consumption_trns_road_heavy_regional_biofuels
cb:trns:congestion:X:diesel,1,PFLO:NET_ZERO,trns_congestion_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,energy_consumption_trns_public_diesel|energy_consumption_trns_road_heavy_freight_diesel|energy_consumption_trns_road_heavy_regional_diesel|energy_consumption_trns_road_light_diesel,cb:trns:congestion:X:diesel,-4656642,1,0,energy_consumption_trns_road_heavy_regional_diesel
cb:trns:congestion:X:diesel,1,PFLO:NET_ZERO,trns_congestion_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,energy_consumption_trns_public_diesel|energy_consumption_trns_road_heavy_freight_diesel|energy_consumption_trns_road_heavy_regional_diesel|energy_consumption_trns_road_light_diesel,cb:trns:congestion:X:diesel,-4656642,1,0,energy_consumption_trns_road_heavy_freight_diesel
cb:trns:congestion:X:diesel,1,PFLO:NET_ZERO,trns_congestion_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,energy_consumption_trns_public_diesel|energy_consumption_trns_road_heavy_freight_diesel|energy_consumption_trns_road_heavy_regional_diesel|energy_consumption_trns_road_light_diesel,cb:trns:congestion:X:diesel,-4656642,1,0,energy_consumption_trns_road_light_diesel
cb:trns:congestion:X:diesel,1,PFLO:NET_ZERO,trns_congestion_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,energy_consumption_trns_public_diesel|energy_consumption_trns_road_heavy_freight_diesel|energy_consumption_trns_road_heavy_regional_diesel|energy_consumption_trns_road_light_diesel,cb:trns:congestion:X:diesel,-4656642,1,0,energy_consumption_trns_public_diesel
cb:trns:congestion:X:gasoline,1,PFLO:NET_ZERO,trns_congestion_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,energy_consumption_trns_public_gasoline|energy_consumption_trns_road_heavy_freight_gasoline|energy_consumption_trns_road_heavy_regional_gasoline|energy_consumption_trns_road_light_gasoline,cb:trns:congestion:X:gasoline,-5712018,1,0,energy_consumption_trns_road_light_gasoline
cb:trns:congestion:X:gasoline,1,PFLO:NET_ZERO,trns_congestion_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,energy_consumption_trns_public_gasoline|energy_consumption_trns_road_heavy_freight_gasoline|energy_consumption_trns_road_heavy_regional_gasoline|energy_consumption_trns_road_light_gasoline,cb:trns:congestion:X:gasoline,-5712018,1,0,energy_consumption_trns_public_gasoline
cb:trns:congestion:X:gasoline,1,PFLO:NET_ZERO,trns_congestion_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,energy_consumption_trns_public_gasoline|energy_consumption_trns_road_heavy_freight_gasoline|energy_consumption_trns_road_heavy_regional_gasoline|energy_consumption_trns_road_light_gasoline,cb:trns:congestion:X:gasoline,-5712018,1,0,energy_consumption_trns_road_heavy_regional_gasoline
cb:trns:congestion:X:gasoline,1,PFLO:NET_ZERO,trns_congestion_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,energy_consumption_trns_public_gasoline|energy_consumption_trns_road_heavy_freight_gasoline|energy_consumption_trns_road_heavy_regional_gasoline|energy_consumption_trns_road_light_gasoline,cb:trns:congestion:X:gasoline,-5712018,1,0,energy_consumption_trns_road_heavy_freight_gasoline
cb:trns:congestion:X:biofuels,1,PFLO:NET_ZERO,trns_congestion_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,energy_consumption_trns_public_biofuels|energy_consumption_trns_road_heavy_freight_biofuels|energy_consumption_trns_road_heavy_regional_biofuels|energy_consumption_trns_road_light_biofuels,cb:trns:congestion:X:biofuels,-5712018,1,0,energy_consumption_trns_road_heavy_freight_biofuels
cb:trns:congestion:X:biofuels,1,PFLO:NET_ZERO,trns_congestion_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,energy_consumption_trns_public_biofuels|energy_consumption_trns_road_heavy_freight_biofuels|energy_consumption_trns_road_heavy_regional_biofuels|energy_consumption_trns_road_light_biofuels,cb:trns:congestion:X:biofuels,-5712018,1,0,energy_consumption_trns_road_light_biofuels
cb:trns:congestion:X:biofuels,1,PFLO:NET_ZERO,trns_congestion_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,energy_consumption_trns_public_biofuels|energy_consumption_trns_road_heavy_freight_biofuels|energy_consumption_trns_road_heavy_regional_biofuels|energy_consumption_trns_road_light_biofuels,cb:trns:congestion:X:biofuels,-5712018,1,0,energy_consumption_trns_public_biofuels
cb:trns:congestion:X:biofuels,1,PFLO:NET_ZERO,trns_congestion_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,energy_consumption_trns_public_biofuels|energy_consumption_trns_road_heavy_freight_biofuels|energy_consumption_trns_road_heavy_regional_biofuels|energy_consumption_trns_road_light_biofuels,cb:trns:congestion:X:biofuels,-5712018,1,0,energy_consumption_trns_road_heavy_regional_biofuels
cb:trns:congestion:X:electricity,1,PFLO:NET_ZERO,trns_congestion_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,energy_consumption_trns_public_electricity|energy_consumption_trns_road_heavy_freight_electricity|energy_consumption_trns_road_heavy_regional_electricity|energy_consumption_trns_road_light_electricity,cb:trns:congestion:X:electricity,-1428005,1,0,energy_consumption_trns_road_heavy_regional_electricity
cb:trns:congestion:X:electricity,1,PFLO:NET_ZERO,trns_congestion_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,energy_consumption_trns_public_electricity|energy_consumption_trns_road_heavy_freight_electricity|energy_consumption_trns_road_heavy_regional_electricity|energy_consumption_trns_road_light_electricity,cb:trns:congestion:X:electricity,-1428005,1,0,energy_consumption_trns_road_heavy_freight_electricity
cb:trns:congestion:X:electricity,1,PFLO:NET_ZERO,trns_congestion_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,energy_consumption_trns_public_electricity|energy_consumption_trns_road_heavy_freight_electricity|energy_consumption_trns_road_heavy_regional_electricity|energy_consumption_trns_road_light_electricity,cb:trns:congestion:X:electricity,-1428005,1,0,energy_consumption_trns_road_light_electricity
cb:trns:congestion:X:electricity,1,PFLO:NET_ZERO,trns_congestion_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,energy_consumption_trns_public_electricity|energy_consumption_trns_road_heavy_freight_electricity|energy_consumption_trns_road_heavy_regional_electricity|energy_consumption_trns_road_light_electricity,cb:trns:congestion:X:electricity,-1428005,1,0,energy_consumption_trns_public_electricity
cb:trns:system_cost:freight_transport:aviation,1,PFLO:NET_ZERO,trns_freight_transport_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,mass_distance_traveled_trns_mt_km_aviation,cb:trns:system_cost:freight_transport:aviation,-410000,1,0,mass_distance_traveled_trns_mt_km_aviation
cb:trns:system_cost:freight_transport:rail,1,PFLO:NET_ZERO,trns_freight_transport_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,mass_distance_traveled_trns_mt_km_rail_freight,cb:trns:system_cost:freight_transport:rail,-14000,1,0,mass_distance_traveled_trns_mt_km_rail_freight
cb:trns:system_cost:freight_transport:road_heavy,1,PFLO:NET_ZERO,trns_freight_transport_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,mass_distance_traveled_trns_mt_km_road_heavy_freight,cb:trns:system_cost:freight_transport:road_heavy,-53000,1,0,mass_distance_traveled_trns_mt_km_road_heavy_freight
cb:trns:system_cost:freight_transport:water_borne,1,PFLO:NET_ZERO,trns_freight_transport_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,mass_distance_traveled_trns_mt_km_water_borne,cb:trns:system_cost:freight_transport:water_borne,-10000,1,0,mass_distance_traveled_trns_mt_km_water_borne
cb:trns:system_cost:passenger_transport:aviation,1,PFLO:NET_ZERO,trns_passenger_transport_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,passenger_distance_traveled_trns_aviation,cb:trns:system_cost:passenger_transport:aviation,-0.06,1,0,passenger_distance_traveled_trns_aviation
cb:trns:system_cost:passenger_transport:powered_bikes,1,PFLO:NET_ZERO,trns_passenger_transport_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,vehicle_distance_traveled_trns_powered_bikes,cb:trns:system_cost:passenger_transport:powered_bikes,-0.017,1,0,vehicle_distance_traveled_trns_powered_bikes_electricity
cb:trns:system_cost:passenger_transport:powered_bikes,1,PFLO:NET_ZERO,trns_passenger_transport_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,vehicle_distance_traveled_trns_powered_bikes,cb:trns:system_cost:passenger_transport:powered_bikes,-0.017,1,0,vehicle_distance_traveled_trns_powered_bikes
cb:trns:system_cost:passenger_transport:powered_bikes,1,PFLO:NET_ZERO,trns_passenger_transport_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,vehicle_distance_traveled_trns_powered_bikes,cb:trns:system_cost:passenger_transport:powered_bikes,-0.017,1,0,vehicle_distance_traveled_trns_powered_bikes_gasoline
cb:trns:system_cost:passenger_transport:public,1,PFLO:NET_ZERO,trns_passenger_transport_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,vehicle_distance_traveled_trns_public,cb:trns:system_cost:passenger_transport:public,-7.4,1,0,vehicle_distance_traveled_trns_public_biofuels
cb:trns:system_cost:passenger_transport:public,1,PFLO:NET_ZERO,trns_passenger_transport_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,vehicle_distance_traveled_trns_public,cb:trns:system_cost:passenger_transport:public,-7.4,1,0,vehicle_distance_traveled_trns_public_diesel
cb:trns:system_cost:passenger_transport:public,1,PFLO:NET_ZERO,trns_passenger_transport_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,vehicle_distance_traveled_trns_public,cb:trns:system_cost:passenger_transport:public,-7.4,1,0,vehicle_distance_traveled_trns_public
cb:trns:system_cost:passenger_transport:public,1,PFLO:NET_ZERO,trns_passenger_transport_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,vehicle_distance_traveled_trns_public,cb:trns:system_cost:passenger_transport:public,-7.4,1,0,vehicle_distance_traveled_trns_public_hydrocarbon_gas_liquids
cb:trns:system_cost:passenger_transport:public,1,PFLO:NET_ZERO,trns_passenger_transport_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,vehicle_distance_traveled_trns_public,cb:trns:system_cost:passenger_transport:public,-7.4,1,0,vehicle_distance_traveled_trns_public_hydrogen
cb:trns:system_cost:passenger_transport:public,1,PFLO:NET_ZERO,trns_passenger_transport_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,vehicle_distance_traveled_trns_public,cb:trns:system_cost:passenger_transport:public,-7.4,1,0,vehicle_distance_traveled_trns_public_natural_gas
cb:trns:system_cost:passenger_transport:public,1,PFLO:NET_ZERO,trns_passenger_transport_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,vehicle_distance_traveled_trns_public,cb:trns:system_cost:passenger_transport:public,-7.4,1,0,vehicle_distance_traveled_trns_public_electricity
cb:trns:system_cost:passenger_transport:public,1,PFLO:NET_ZERO,trns_passenger_transport_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,vehicle_distance_traveled_trns_public,cb:trns:system_cost:passenger_transport:public,-7.4,1,0,vehicle_distance_traveled_trns_public_gasoline
cb:trns:system_cost:passenger_transport:rail_passenger,1,PFLO:NET_ZERO,trns_passenger_transport_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,vehicle_distance_traveled_trns_rail_passenger,cb:trns:system_cost:passenger_transport:rail_passenger,-14,1,0,vehicle_distance_traveled_trns_rail_passenger_diesel
cb:trns:system_cost:passenger_transport:rail_passenger,1,PFLO:NET_ZERO,trns_passenger_transport_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,vehicle_distance_traveled_trns_rail_passenger,cb:trns:system_cost:passenger_transport:rail_passenger,-14,1,0,vehicle_distance_traveled_trns_rail_passenger_hydrogen
cb:trns:system_cost:passenger_transport:rail_passenger,1,PFLO:NET_ZERO,trns_passenger_transport_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,vehicle_distance_traveled_trns_rail_passenger,cb:trns:system_cost:passenger_transport:rail_passenger,-14,1,0,vehicle_distance_traveled_trns_rail_passenger_natural_gas
cb:trns:system_cost:passenger_transport:rail_passenger,1,PFLO:NET_ZERO,trns_passenger_transport_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,vehicle_distance_traveled_trns_rail_passenger,cb:trns:system_cost:passenger_transport:rail_passenger,-14,1,0,vehicle_distance_traveled_trns_rail_passenger_electricity
cb:trns:system_cost:passenger_transport:rail_passenger,1,PFLO:NET_ZERO,trns_passenger_transport_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,vehicle_distance_traveled_trns_rail_passenger,cb:trns:system_cost:passenger_transport:rail_passenger,-14,1,0,vehicle_distance_traveled_trns_rail_passenger
cb:trns:system_cost:passenger_transport:road_heavy_regional,1,PFLO:NET_ZERO,trns_passenger_transport_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,vehicle_distance_traveled_trns_road_heavy_regional,cb:trns:system_cost:passenger_transport:road_heavy_regional,-5.2,1,0,vehicle_distance_traveled_trns_road_heavy_regional_gasoline
cb:trns:system_cost:passenger_transport:road_heavy_regional,1,PFLO:NET_ZERO,trns_passenger_transport_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,vehicle_distance_traveled_trns_road_heavy_regional,cb:trns:system_cost:passenger_transport:road_heavy_regional,-5.2,1,0,vehicle_distance_traveled_trns_road_heavy_regional_electricity
cb:trns:system_cost:passenger_transport:road_heavy_regional,1,PFLO:NET_ZERO,trns_passenger_transport_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,vehicle_distance_traveled_trns_road_heavy_regional,cb:trns:system_cost:passenger_transport:road_heavy_regional,-5.2,1,0,vehicle_distance_traveled_trns_road_heavy_regional_natural_gas
cb:trns:system_cost:passenger_transport:road_heavy_regional,1,PFLO:NET_ZERO,trns_passenger_transport_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,vehicle_distance_traveled_trns_road_heavy_regional,cb:trns:system_cost:passenger_transport:road_heavy_regional,-5.2,1,0,vehicle_distance_traveled_trns_road_heavy_regional_diesel
cb:trns:system_cost:passenger_transport:road_heavy_regional,1,PFLO:NET_ZERO,trns_passenger_transport_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,vehicle_distance_traveled_trns_road_heavy_regional,cb:trns:system_cost:passenger_transport:road_heavy_regional,-5.2,1,0,vehicle_distance_traveled_trns_road_heavy_regional_hydrocarbon_gas_liquids
cb:trns:system_cost:passenger_transport:road_heavy_regional,1,PFLO:NET_ZERO,trns_passenger_transport_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,vehicle_distance_traveled_trns_road_heavy_regional,cb:trns:system_cost:passenger_transport:road_heavy_regional,-5.2,1,0,vehicle_distance_traveled_trns_road_heavy_regional_hydrogen
cb:trns:system_cost:passenger_transport:road_heavy_regional,1,PFLO:NET_ZERO,trns_passenger_transport_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,vehicle_distance_traveled_trns_road_heavy_regional,cb:trns:system_cost:passenger_transport:road_heavy_regional,-5.2,1,0,vehicle_distance_traveled_trns_road_heavy_regional
cb:trns:system_cost:passenger_transport:road_heavy_regional,1,PFLO:NET_ZERO,trns_passenger_transport_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,vehicle_distance_traveled_trns_road_heavy_regional,cb:trns:system_cost:passenger_transport:road_heavy_regional,-5.2,1,0,vehicle_distance_traveled_trns_road_heavy_regional_biofuels
cb:trns:system_cost:passenger_transport:road_light,1,PFLO:NET_ZERO,trns_passenger_transport_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,vehicle_distance_traveled_trns_road_light,cb:trns:system_cost:passenger_transport:road_light,-0.17,1,0,vehicle_distance_traveled_trns_road_light
cb:trns:system_cost:passenger_transport:road_light,1,PFLO:NET_ZERO,trns_passenger_transport_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,vehicle_distance_traveled_trns_road_light,cb:trns:system_cost:passenger_transport:road_light,-0.17,1,0,vehicle_distance_traveled_trns_road_light_hydrocarbon_gas_liquids
cb:trns:system_cost:passenger_transport:road_light,1,PFLO:NET_ZERO,trns_passenger_transport_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,vehicle_distance_traveled_trns_road_light,cb:trns:system_cost:passenger_transport:road_light,-0.17,1,0,vehicle_distance_traveled_trns_road_light_hydrogen
cb:trns:system_cost:passenger_transport:road_light,1,PFLO:NET_ZERO,trns_passenger_transport_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,vehicle_distance_traveled_trns_road_light,cb:trns:system_cost:passenger_transport:road_light,-0.17,1,0,vehicle_distance_traveled_trns_road_light_electricity
cb:trns:system_cost:passenger_transport:road_light,1,PFLO:NET_ZERO,trns_passenger_transport_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,vehicle_distance_traveled_trns_road_light,cb:trns:system_cost:passenger_transport:road_light,-0.17,1,0,vehicle_distance_traveled_trns_road_light_diesel
cb:trns:system_cost:passenger_transport:road_light,1,PFLO:NET_ZERO,trns_passenger_transport_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,vehicle_distance_traveled_trns_road_light,cb:trns:system_cost:passenger_transport:road_light,-0.17,1,0,vehicle_distance_traveled_trns_road_light_biofuels
cb:trns:system_cost:passenger_transport:road_light,1,PFLO:NET_ZERO,trns_passenger_transport_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,vehicle_distance_traveled_trns_road_light,cb:trns:system_cost:passenger_transport:road_light,-0.17,1,0,vehicle_distance_traveled_trns_road_light_gasoline
cb:trns:road_safety:X:diesel,1,PFLO:NET_ZERO,trns_road_safety_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,energy_consumption_trns_public_diesel|energy_consumption_trns_road_heavy_freight_diesel|energy_consumption_trns_road_heavy_regional_diesel|energy_consumption_trns_road_light_diesel,cb:trns:road_safety:X:diesel,-4622358,1,0,energy_consumption_trns_road_heavy_regional_diesel
cb:trns:road_safety:X:diesel,1,PFLO:NET_ZERO,trns_road_safety_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,energy_consumption_trns_public_diesel|energy_consumption_trns_road_heavy_freight_diesel|energy_consumption_trns_road_heavy_regional_diesel|energy_consumption_trns_road_light_diesel,cb:trns:road_safety:X:diesel,-4622358,1,0,energy_consumption_trns_road_heavy_freight_diesel
cb:trns:road_safety:X:diesel,1,PFLO:NET_ZERO,trns_road_safety_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,energy_consumption_trns_public_diesel|energy_consumption_trns_road_heavy_freight_diesel|energy_consumption_trns_road_heavy_regional_diesel|energy_consumption_trns_road_light_diesel,cb:trns:road_safety:X:diesel,-4622358,1,0,energy_consumption_trns_road_light_diesel
cb:trns:road_safety:X:diesel,1,PFLO:NET_ZERO,trns_road_safety_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,energy_consumption_trns_public_diesel|energy_consumption_trns_road_heavy_freight_diesel|energy_consumption_trns_road_heavy_regional_diesel|energy_consumption_trns_road_light_diesel,cb:trns:road_safety:X:diesel,-4622358,1,0,energy_consumption_trns_public_diesel
cb:trns:road_safety:X:gasoline,1,PFLO:NET_ZERO,trns_road_safety_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,energy_consumption_trns_public_gasoline|energy_consumption_trns_road_heavy_freight_gasoline|energy_consumption_trns_road_heavy_regional_gasoline|energy_consumption_trns_road_light_gasoline,cb:trns:road_safety:X:gasoline,-9817684,1,0,energy_consumption_trns_road_light_gasoline
cb:trns:road_safety:X:gasoline,1,PFLO:NET_ZERO,trns_road_safety_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,energy_consumption_trns_public_gasoline|energy_consumption_trns_road_heavy_freight_gasoline|energy_consumption_trns_road_heavy_regional_gasoline|energy_consumption_trns_road_light_gasoline,cb:trns:road_safety:X:gasoline,-9817684,1,0,energy_consumption_trns_public_gasoline
cb:trns:road_safety:X:gasoline,1,PFLO:NET_ZERO,trns_road_safety_cost_factors,cb_apply_cost_factors,PFLO:NET_ZERO,LNDU:PLUR,energy_consumption_trns_public_gasoline|energy_consumption_trns_road_heavy_freight_gasoline|energy_consumption_trns_road_heavy_regional_gasoline|energy_consumption_trns_road_light_gasoline,cb:trns:road_safety:X:gasoline,-9817684,1,0,energy_consumption_trns_road_heavy_regional_gasoline
